******************      Log   20210915       ******************
15/09/2021 07:01:52 ==>  Ejecutando Intervalo: 2021-09-15T11:00:00/2021-09-15T12:00:00 || Total Conversaciones:3 || Page: 1
15/09/2021 09:04:43 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 1
15/09/2021 09:04:55 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 2
15/09/2021 09:05:08 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 3
15/09/2021 09:05:20 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 4
15/09/2021 09:05:31 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 5
15/09/2021 09:05:41 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 6
15/09/2021 09:05:53 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 7
15/09/2021 09:06:04 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 8
15/09/2021 09:06:14 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 9
15/09/2021 09:06:24 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 10
15/09/2021 09:06:34 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 11
15/09/2021 09:06:47 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 12
15/09/2021 09:06:59 ==>  Ejecutando Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || Total Conversaciones:1233 || Page: 13
15/09/2021 09:07:02 ==>  Intervalo: 2021-09-15T13:00:00/2021-09-15T14:00:00 || FINALIZADO || Total Conversaciones: 1233
15/09/2021 10:11:55 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 1
15/09/2021 10:12:08 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 2
15/09/2021 10:12:20 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 3
15/09/2021 10:12:32 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 4
15/09/2021 10:12:44 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 5
15/09/2021 10:12:56 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 6
15/09/2021 10:13:08 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 7
15/09/2021 10:13:18 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 8
15/09/2021 10:13:34 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 9
15/09/2021 10:13:48 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 10
15/09/2021 10:13:59 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 11
15/09/2021 10:14:09 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 12
15/09/2021 10:14:20 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 13
15/09/2021 10:14:31 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 14
15/09/2021 10:14:42 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 15
15/09/2021 10:14:53 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 16
15/09/2021 10:15:04 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 17
15/09/2021 10:15:15 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 18
15/09/2021 10:15:26 ==>  Ejecutando Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || Total Conversaciones:1809 || Page: 19
15/09/2021 10:15:26 ==>  Intervalo: 2021-09-15T14:00:00/2021-09-15T15:00:00 || FINALIZADO || Total Conversaciones: 1809
15/09/2021 11:34:15 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 1
15/09/2021 11:34:27 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 2
15/09/2021 11:34:40 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 3
15/09/2021 11:34:52 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 4
15/09/2021 11:35:05 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 5
15/09/2021 11:35:17 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 6
15/09/2021 11:35:29 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 7
15/09/2021 11:35:40 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 8
15/09/2021 11:35:50 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 9
15/09/2021 11:36:00 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 10
15/09/2021 11:36:11 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 11
15/09/2021 11:36:21 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 12
15/09/2021 11:36:31 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 13
15/09/2021 11:36:42 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 14
15/09/2021 11:36:53 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 15
15/09/2021 11:37:04 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 16
15/09/2021 11:37:14 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 17
15/09/2021 11:37:24 ==>  Ejecutando Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || Total Conversaciones:1793 || Page: 18
15/09/2021 11:37:33 ==>  Intervalo: 2021-09-15T15:00:00/2021-09-15T16:00:00 || FINALIZADO || Total Conversaciones: 1793
15/09/2021 12:02:55 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 1
15/09/2021 12:03:07 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 2
15/09/2021 12:03:18 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 3
15/09/2021 12:03:28 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 4
15/09/2021 12:03:40 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 5
15/09/2021 12:03:50 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 6
15/09/2021 12:04:00 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 7
15/09/2021 12:04:10 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 8
15/09/2021 12:04:20 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 9
15/09/2021 12:04:30 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 10
15/09/2021 12:04:40 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 11
15/09/2021 12:04:50 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 12
15/09/2021 12:05:04 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 13
15/09/2021 12:05:14 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 14
15/09/2021 12:05:24 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 15
15/09/2021 12:05:36 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 16
15/09/2021 12:05:46 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 17
15/09/2021 12:05:56 ==>  Ejecutando Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || Total Conversaciones:1782 || Page: 18
15/09/2021 12:06:03 ==>  Intervalo: 2021-09-15T16:00:00/2021-09-15T17:00:00 || FINALIZADO || Total Conversaciones: 1782
15/09/2021 14:05:53 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 1
15/09/2021 14:06:04 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 2
15/09/2021 14:06:15 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 3
15/09/2021 14:06:26 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 4
15/09/2021 14:06:38 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 5
15/09/2021 14:06:48 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 6
15/09/2021 14:06:59 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 7
15/09/2021 14:07:10 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 8
15/09/2021 14:07:20 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 9
15/09/2021 14:07:29 ==>  Ejecutando Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || Total Conversaciones:995 || Page: 10
15/09/2021 14:07:37 ==>  Intervalo: 2021-09-15T17:00:00/2021-09-15T18:00:00 || FINALIZADO || Total Conversaciones: 995
15/09/2021 14:10:08 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 1
15/09/2021 14:10:19 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 2
15/09/2021 14:10:29 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 3
15/09/2021 14:10:39 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 4
15/09/2021 14:10:51 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 5
15/09/2021 14:11:01 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 6
15/09/2021 14:11:14 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 7
15/09/2021 14:11:25 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 8
15/09/2021 14:11:37 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 9
15/09/2021 14:11:48 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 10
15/09/2021 14:11:58 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 11
15/09/2021 14:12:09 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 12
15/09/2021 14:12:20 ==>  Ejecutando Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || Total Conversaciones:1256 || Page: 13
15/09/2021 14:12:26 ==>  Intervalo: 2021-09-15T18:00:00/2021-09-15T19:00:00 || FINALIZADO || Total Conversaciones: 1256
15/09/2021 15:22:30 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 1
15/09/2021 15:22:41 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 2
15/09/2021 15:22:52 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 3
15/09/2021 15:23:04 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 4
15/09/2021 15:23:19 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 5
15/09/2021 15:23:31 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 6
15/09/2021 15:23:42 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 7
15/09/2021 15:23:52 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 8
15/09/2021 15:24:02 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 9
15/09/2021 15:24:12 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 10
15/09/2021 15:24:22 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 11
15/09/2021 15:24:32 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 12
15/09/2021 15:24:42 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 13
15/09/2021 15:24:56 ==>  Ejecutando Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || Total Conversaciones:1365 || Page: 14
15/09/2021 15:25:04 ==>  Intervalo: 2021-09-15T19:00:00/2021-09-15T20:00:00 || FINALIZADO || Total Conversaciones: 1365
15/09/2021 16:01:18 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:797 || Page: 1
15/09/2021 16:01:44 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:800 || Page: 2
15/09/2021 16:01:55 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:800 || Page: 3
15/09/2021 16:02:06 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:801 || Page: 4
15/09/2021 16:02:17 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:801 || Page: 5
15/09/2021 16:02:28 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:802 || Page: 6
15/09/2021 16:02:40 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:802 || Page: 7
15/09/2021 16:02:54 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:802 || Page: 8
15/09/2021 16:03:04 ==>  Ejecutando Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || Total Conversaciones:804 || Page: 9
15/09/2021 16:03:05 ==>  Intervalo: 2021-09-15T20:00:00/2021-09-15T21:00:00 || FINALIZADO || Total Conversaciones: 804
