******************      Log   20210824       ******************
24/08/2021 12:37:39 ==>  Ejecutando Intervalo: 2021-08-23T12:00:00/2021-08-23T13:00:00 || Total Conversaciones:0 || Page: 1
24/08/2021 12:51:42 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 3
24/08/2021 12:51:51 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 4
24/08/2021 12:52:02 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 5
24/08/2021 12:52:13 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 6
24/08/2021 12:52:24 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 7
24/08/2021 12:52:35 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 8
24/08/2021 12:52:46 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 9
24/08/2021 12:52:56 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 10
24/08/2021 12:53:06 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 11
24/08/2021 12:53:17 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 12
24/08/2021 12:53:28 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 13
24/08/2021 12:53:39 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 14
24/08/2021 12:53:50 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 15
24/08/2021 12:54:03 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 16
24/08/2021 12:54:14 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 17
24/08/2021 12:54:26 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 18
24/08/2021 12:54:30 ==>  Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || FINALIZADO || Total Conversaciones: 1748
24/08/2021 19:16:08 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 1
24/08/2021 19:16:41 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 2
24/08/2021 19:17:00 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 3
24/08/2021 19:17:06 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 4
24/08/2021 19:17:38 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 5
24/08/2021 19:17:41 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 6
24/08/2021 19:17:44 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 7
24/08/2021 19:17:47 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 8
24/08/2021 19:17:52 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 9
24/08/2021 19:17:56 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 10
24/08/2021 19:18:39 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 11
24/08/2021 19:18:42 ==>  Ejecutando Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || Total Conversaciones:1145 || Page: 12
24/08/2021 19:18:43 ==>  Intervalo: 2021-08-23T13:00:00/2021-08-23T14:00:00 || FINALIZADO || Total Conversaciones: 1145
24/08/2021 19:19:59 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 1
24/08/2021 19:21:02 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 2
24/08/2021 19:21:05 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 3
24/08/2021 19:22:09 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 4
24/08/2021 19:22:41 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 5
24/08/2021 19:22:45 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 6
24/08/2021 19:22:48 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 7
24/08/2021 19:23:07 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 8
24/08/2021 19:23:11 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 9
24/08/2021 19:23:15 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 10
24/08/2021 19:23:19 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 11
24/08/2021 19:23:23 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 12
24/08/2021 19:24:10 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 13
24/08/2021 19:24:13 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 14
24/08/2021 19:25:11 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 15
24/08/2021 19:25:13 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 16
24/08/2021 19:26:03 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 17
24/08/2021 19:26:12 ==>  Ejecutando Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || Total Conversaciones:1748 || Page: 18
24/08/2021 19:26:16 ==>  Intervalo: 2021-08-23T15:00:00/2021-08-23T16:00:00 || FINALIZADO || Total Conversaciones: 1748
24/08/2021 19:30:56 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 1
24/08/2021 19:31:08 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 2
24/08/2021 19:31:17 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 3
24/08/2021 19:31:26 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 1
24/08/2021 19:31:29 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 4
24/08/2021 19:31:38 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 2
24/08/2021 19:31:41 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 5
24/08/2021 19:31:48 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 3
24/08/2021 19:31:51 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 6
24/08/2021 19:32:00 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 4
24/08/2021 19:32:01 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 7
24/08/2021 19:32:12 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 5
24/08/2021 19:32:12 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 8
24/08/2021 19:32:21 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 9
24/08/2021 19:32:22 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 6
24/08/2021 19:32:33 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 10
24/08/2021 19:32:33 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 7
24/08/2021 19:32:42 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 8
24/08/2021 19:32:42 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 11
24/08/2021 19:32:51 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 9
24/08/2021 19:32:51 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 12
24/08/2021 19:33:00 ==>  Ejecutando Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || Total Conversaciones:1252 || Page: 13
24/08/2021 19:33:01 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 10
24/08/2021 19:33:04 ==>  Intervalo: 2021-08-23T21:00:00/2021-08-23T22:00:00 || FINALIZADO || Total Conversaciones: 1252
24/08/2021 19:33:12 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 11
24/08/2021 19:33:22 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 12
24/08/2021 19:33:35 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 13
24/08/2021 19:33:44 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 14
24/08/2021 19:33:54 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 15
24/08/2021 19:34:04 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 16
24/08/2021 19:34:12 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 17
24/08/2021 19:34:22 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 18
24/08/2021 19:34:32 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 19
24/08/2021 19:34:42 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 20
24/08/2021 19:34:51 ==>  Ejecutando Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || Total Conversaciones:2001 || Page: 21
24/08/2021 19:34:51 ==>  Intervalo: 2021-08-23T16:00:00/2021-08-23T17:00:00 || FINALIZADO || Total Conversaciones: 2001
24/08/2021 19:35:49 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 1
24/08/2021 19:36:00 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 2
24/08/2021 19:36:13 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 3
24/08/2021 19:36:24 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 4
24/08/2021 19:36:36 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 5
24/08/2021 19:36:48 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 6
24/08/2021 19:37:01 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 7
24/08/2021 19:37:16 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 8
24/08/2021 19:37:31 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 9
24/08/2021 19:37:42 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 10
24/08/2021 19:37:52 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 11
24/08/2021 19:38:01 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 12
24/08/2021 19:38:10 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 13
24/08/2021 19:38:23 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 14
24/08/2021 19:38:34 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 15
24/08/2021 19:38:44 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 16
24/08/2021 19:38:54 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 17
24/08/2021 19:39:03 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 18
24/08/2021 19:39:12 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 19
24/08/2021 19:39:23 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 20
24/08/2021 19:39:32 ==>  Ejecutando Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || Total Conversaciones:2007 || Page: 21
24/08/2021 19:39:33 ==>  Intervalo: 2021-08-23T17:00:00/2021-08-23T18:00:00 || FINALIZADO || Total Conversaciones: 2007
