******************      Log   20210819       ******************
19/08/2021 13:46:55 ==>  Ejecutando Intervalo: 2021-08-18T14:00:00/2021-08-18T15:00:00 || Total Conversaciones:320 || Page: 1
19/08/2021 18:08:34 ==>  Ejecutando Intervalo: 2021-08-18T21:00:00/2021-08-18T22:00:00 || Total Conversaciones:375 || Page: 4
19/08/2021 18:08:41 ==>  Intervalo: 2021-08-18T21:00:00/2021-08-18T22:00:00 || FINALIZADO || Total Conversaciones: 375
19/08/2021 18:41:05 ==>  Ejecutando Intervalo: 2021-08-17T22:00:00/2021-08-17T23:00:00 || Total Conversaciones:123 || Page: 1
19/08/2021 18:41:14 ==>  Ejecutando Intervalo: 2021-08-17T22:00:00/2021-08-17T23:00:00 || Total Conversaciones:123 || Page: 2
19/08/2021 18:41:16 ==>  Intervalo: 2021-08-17T22:00:00/2021-08-17T23:00:00 || FINALIZADO || Total Conversaciones: 123
19/08/2021 18:45:08 ==>  Ejecutando Intervalo: 2021-08-19T21:00:00/2021-08-19T22:00:00 || Total Conversaciones:493 || Page: 1
19/08/2021 18:45:17 ==>  Ejecutando Intervalo: 2021-08-19T21:00:00/2021-08-19T22:00:00 || Total Conversaciones:493 || Page: 2
19/08/2021 18:45:26 ==>  Ejecutando Intervalo: 2021-08-19T21:00:00/2021-08-19T22:00:00 || Total Conversaciones:493 || Page: 3
19/08/2021 18:45:36 ==>  Ejecutando Intervalo: 2021-08-19T21:00:00/2021-08-19T22:00:00 || Total Conversaciones:493 || Page: 4
19/08/2021 18:45:46 ==>  Ejecutando Intervalo: 2021-08-19T21:00:00/2021-08-19T22:00:00 || Total Conversaciones:493 || Page: 5
19/08/2021 18:45:53 ==>  Intervalo: 2021-08-19T21:00:00/2021-08-19T22:00:00 || FINALIZADO || Total Conversaciones: 493
19/08/2021 18:46:41 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 1
19/08/2021 18:46:52 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 2
19/08/2021 18:47:03 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 3
19/08/2021 18:47:13 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 4
19/08/2021 18:47:23 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 5
19/08/2021 18:47:32 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 6
19/08/2021 18:47:40 ==>  Ejecutando Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || Total Conversaciones:634 || Page: 7
19/08/2021 18:47:43 ==>  Intervalo: 2021-08-19T22:00:00/2021-08-19T23:00:00 || FINALIZADO || Total Conversaciones: 634
19/08/2021 21:23:09 ==>  Ejecutando Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || Total Conversaciones:547 || Page: 1
19/08/2021 21:23:18 ==>  Ejecutando Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || Total Conversaciones:547 || Page: 2
19/08/2021 21:23:27 ==>  Ejecutando Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || Total Conversaciones:547 || Page: 3
19/08/2021 21:23:37 ==>  Ejecutando Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || Total Conversaciones:547 || Page: 4
19/08/2021 21:23:46 ==>  Ejecutando Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || Total Conversaciones:547 || Page: 5
19/08/2021 21:23:56 ==>  Ejecutando Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || Total Conversaciones:547 || Page: 6
19/08/2021 21:24:00 ==>  Intervalo: 2021-08-18T22:00:00/2021-08-18T23:00:00 || FINALIZADO || Total Conversaciones: 547
19/08/2021 21:34:34 ==>  Ejecutando Intervalo: 2021-08-19T23:00:00/2021-08-20T00:00:00 || Total Conversaciones:97 || Page: 1
19/08/2021 21:34:43 ==>  Intervalo: 2021-08-19T23:00:00/2021-08-20T00:00:00 || FINALIZADO || Total Conversaciones: 97
19/08/2021 21:43:31 ==>  Ejecutando Intervalo: 2021-08-18T14:00:00/2021-08-18T15:00:00 || Total Conversaciones:320 || Page: 1
19/08/2021 21:43:41 ==>  Ejecutando Intervalo: 2021-08-18T14:00:00/2021-08-18T15:00:00 || Total Conversaciones:320 || Page: 2
19/08/2021 21:43:50 ==>  Ejecutando Intervalo: 2021-08-18T14:00:00/2021-08-18T15:00:00 || Total Conversaciones:320 || Page: 3
19/08/2021 21:43:58 ==>  Ejecutando Intervalo: 2021-08-18T14:00:00/2021-08-18T15:00:00 || Total Conversaciones:320 || Page: 4
19/08/2021 21:43:59 ==>  Intervalo: 2021-08-18T14:00:00/2021-08-18T15:00:00 || FINALIZADO || Total Conversaciones: 320
